,PanCK,CD3,CD4,CD8,CD20,CD68,PD1,PDL1,FOXP3,Ki67,SMA,CD31,VIM,CD45
cell_02453,5,6,5,5,3,3,0,9,3,8,0,6,3,0
cell_02454,3,7,8,4,3,2,0,9,5,7,0,6,4,0
cell_02455,1,4,5,6,3,0,1,5,3,2,1,8,2,0
cell_02456,2,14,5,0,3,0,2,10,8,3,0,8,5,2
cell_02457,0,9,5,6,1,1,2,7,3,4,0,5,5,4
cell_02458,4,6,6,4,2,0,0,5,6,3,1,5,7,2
cell_02459,4,3,7,1,1,5,2,2,5,2,1,12,8,3
cell_02460,5,7,3,2,0,1,1,7,5,3,2,7,4,2
cell_02461,3,5,2,5,2,2,2,6,3,1,2,4,3,1
cell_02462,3,3,5,1,1,2,0,6,2,5,1,8,2,0
cell_02463,2,10,2,2,6,1,1,5,4,3,4,3,3,0
cell_02464,0,5,5,3,2,0,0,4,1,8,2,7,4,0
cell_02465,2,5,5,3,1,3,0,9,5,2,0,5,2,2
cell_02466,4,3,2,5,4,2,1,5,2,6,0,5,5,0
cell_02467,3,7,4,9,2,2,2,6,3,10,0,0,5,0
cell_02468,0,6,5,2,2,0,1,3,2,3,0,7,5,1
cell_02469,2,4,2,5,0,1,0,8,2,9,0,4,6,1
cell_02470,4,5,5,1,2,2,0,4,6,5,0,5,7,1
cell_02471,2,4,7,3,1,0,1,8,4,2,0,5,2,2
cell_02472,3,3,2,4,2,0,1,7,2,1,1,7,6,1
cell_02473,2,9,2,6,3,3,1,8,6,4,1,7,4,1
cell_02474,2,2,1,0,2,4,0,9,4,3,0,6,5,1
cell_02475,1,5,3,2,1,1,1,5,5,4,0,6,7,1
cell_02476,3,8,3,1,3,0,3,2,3,5,1,2,3,3
cell_02477,2,5,4,4,1,1,1,11,4,5,1,5,6,3
cell_02478,3,8,2,3,0,1,1,5,0,2,2,7,8,2
cell_02479,3,7,5,7,2,1,0,5,3,6,0,7,5,2
cell_02480,2,11,3,3,1,2,0,5,4,3,1,9,1,2
cell_02481,3,8,6,3,0,2,1,4,2,4,1,5,5,1
cell_02482,4,9,6,5,1,0,1,2,4,7,1,6,4,0
cell_02483,3,6,5,1,2,1,1,4,2,5,0,5,5,2
cell_02484,3,9,5,3,1,0,3,3,5,3,2,7,8,1
cell_02485,0,6,4,6,2,2,1,5,3,9,0,8,4,2
cell_02486,1,4,5,4,0,3,0,1,4,5,0,7,5,1
cell_02487,5,12,7,2,0,3,1,3,2,1,0,6,9,0
cell_02488,4,11,5,7,2,1,1,4,2,4,1,4,2,2
cell_02489,3,5,3,2,2,2,2,7,3,5,0,7,5,1
cell_02490,2,8,5,3,0,0,0,5,5,6,1,12,2,2
cell_02491,2,2,2,5,3,2,4,2,3,3,0,3,3,1
cell_02492,1,8,4,3,0,0,2,7,3,4,1,4,6,3
cell_02493,2,7,4,3,1,2,0,7,2,10,0,4,3,2
cell_02494,1,3,6,4,3,5,1,8,4,6,0,5,7,2
cell_02495,2,11,3,5,1,3,0,3,6,5,1,3,9,1
cell_02496,7,8,4,1,2,4,0,6,2,3,0,2,9,3
cell_02497,3,4,5,4,3,0,4,5,5,2,1,5,3,0
cell_02498,3,5,2,3,0,2,1,5,5,2,1,6,9,0
cell_02499,4,5,6,3,2,3,2,6,2,5,1,6,3,0
cell_02500,3,8,5,2,2,2,0,3,4,6,0,7,6,3
cell_02501,3,5,4,1,2,1,1,4,1,6,0,3,6,1
cell_02502,7,7,6,5,1,1,3,5,3,3,0,3,5,0
cell_02503,2,9,9,4,4,0,0,8,7,4,0,10,8,0
cell_02504,2,7,5,1,2,2,0,5,2,4,2,4,6,0
cell_02505,5,9,7,3,2,2,2,5,6,3,1,2,3,1
cell_02506,4,4,5,3,2,1,0,7,0,8,0,3,4,1
cell_02507,1,9,0,7,0,2,2,6,4,7,1,7,4,1
cell_02508,2,4,6,2,0,0,2,6,2,2,1,7,3,0
cell_02509,2,5,6,4,2,2,2,6,5,9,1,4,3,2
cell_02510,1,2,4,5,0,0,0,8,4,6,0,4,5,1
cell_02511,3,3,2,4,1,0,0,7,5,5,1,9,10,1
cell_02512,1,4,7,4,2,0,3,6,9,3,2,7,4,4
cell_02513,3,5,8,5,2,0,1,4,1,3,1,3,4,2
cell_02514,3,1,5,2,0,1,0,7,2,2,0,7,5,1
cell_02515,3,3,4,5,1,4,2,6,5,6,1,5,4,5
cell_02516,6,8,4,3,0,2,1,3,5,4,1,5,8,1
cell_02517,2,5,5,6,1,4,0,5,2,7,0,4,2,2
cell_02518,1,10,6,2,2,0,2,5,6,3,0,4,6,4
cell_02519,4,6,4,1,1,1,0,5,1,3,1,4,6,4
cell_02520,3,8,5,2,1,1,1,5,4,3,0,6,3,1
cell_02521,3,7,7,4,0,1,0,5,2,4,1,2,2,7
cell_02522,5,3,4,3,0,1,0,4,0,10,0,5,6,0
cell_02523,3,6,4,1,2,2,1,5,1,6,0,4,4,1
cell_02524,4,9,3,4,3,1,1,6,4,2,1,6,4,3
cell_02525,2,7,6,2,1,2,2,5,3,3,1,5,4,2
cell_02526,1,6,2,4,1,0,0,5,3,10,0,9,8,1
cell_02527,0,8,8,5,3,3,0,1,2,7,0,6,6,2
cell_02528,1,8,2,5,0,1,2,5,2,4,1,6,4,3
cell_02529,5,3,3,0,1,1,1,4,3,2,1,5,5,1
cell_02530,2,4,2,4,3,1,0,2,5,6,0,6,0,1
cell_02531,5,7,9,6,2,3,0,7,4,0,1,3,7,1
cell_02532,3,6,2,4,2,2,1,4,2,4,0,11,7,5
cell_02533,0,7,3,4,1,1,0,7,3,5,0,3,3,0
cell_02534,3,4,3,3,2,2,0,4,5,4,1,4,9,3
cell_02535,3,4,4,3,1,0,1,9,1,5,0,7,4,0
cell_02536,5,1,3,1,1,0,2,6,3,3,0,3,7,0
cell_02537,1,7,6,2,1,3,2,7,3,2,0,2,1,1
cell_02538,1,6,2,4,4,2,1,5,1,4,0,4,2,1
cell_02539,3,6,5,3,0,1,3,4,5,6,0,4,2,2
cell_02540,3,6,3,4,0,1,1,6,1,4,2,7,8,0
cell_02541,7,4,4,3,2,4,2,8,5,8,2,7,7,0
cell_02542,1,6,5,6,4,0,1,5,4,3,1,3,3,0
cell_02543,2,2,4,2,2,0,2,7,3,2,1,3,10,2
cell_02544,6,6,4,3,2,1,1,6,4,1,0,11,5,1
cell_02545,3,4,2,8,2,1,1,4,4,2,1,8,11,0
cell_02546,4,4,6,1,1,2,0,8,3,6,0,6,5,0
cell_02547,3,4,5,6,1,1,1,5,3,3,1,2,4,1
cell_02548,2,3,7,7,0,1,1,10,4,5,1,5,7,2
cell_02549,5,2,4,6,2,1,0,7,6,7,1,8,8,2
cell_02550,3,3,4,8,2,1,3,11,2,6,0,4,5,4
cell_02551,1,7,4,1,2,2,1,4,6,9,1,8,4,1
cell_02552,5,5,5,2,2,2,0,4,2,4,0,5,5,1
cell_02553,4,9,1,0,0,0,1,3,4,7,0,6,7,0
cell_02554,5,4,3,5,2,3,0,5,2,7,1,8,9,3
cell_02555,1,11,6,1,0,2,1,4,2,6,0,6,6,6
cell_02556,3,6,3,3,2,2,0,9,3,9,0,12,10,1
cell_02557,0,9,3,3,3,1,1,7,5,6,0,4,7,1
cell_02558,5,6,7,4,0,0,1,3,3,4,0,2,4,2
cell_02559,2,3,2,7,1,0,0,6,1,3,1,6,5,5
cell_02560,1,5,3,1,1,2,0,3,3,5,1,8,5,2
cell_02561,2,7,6,8,2,2,0,3,7,5,1,3,2,2
cell_02562,1,4,5,2,2,4,1,9,10,2,2,10,5,1
cell_02563,4,10,4,4,4,1,0,4,7,2,2,8,8,1
cell_02564,2,5,3,2,1,2,1,7,4,2,1,7,3,1
cell_02565,3,3,4,8,0,1,1,3,4,2,0,2,7,4
cell_02566,1,6,3,6,1,0,0,7,4,2,2,3,4,1
cell_02567,2,3,3,9,5,1,0,6,3,3,0,5,2,2
cell_02568,3,3,6,3,0,1,0,8,4,5,1,11,3,1
cell_02569,2,8,3,6,1,4,0,3,6,7,1,5,4,4
cell_02570,2,5,8,4,2,3,3,0,2,8,2,5,8,0
cell_02571,3,2,6,2,0,0,1,5,2,5,1,4,4,0
cell_02572,1,12,4,7,1,0,1,8,2,3,0,8,5,2
cell_02573,4,5,3,2,1,1,0,6,1,3,0,7,4,3
cell_02574,3,4,4,2,4,4,0,5,3,4,0,5,4,0
cell_02575,1,5,3,2,2,0,0,4,1,0,0,5,6,2
cell_02576,5,2,2,3,1,2,1,4,3,3,2,5,4,1
cell_02577,4,4,9,2,1,2,1,3,2,3,0,3,3,2
cell_02578,1,7,4,4,0,5,0,7,7,3,0,2,7,2
cell_02579,3,4,3,5,1,0,1,3,5,3,1,8,2,0
cell_02580,3,6,4,4,2,1,0,3,1,6,0,8,6,0
cell_02581,3,4,7,5,2,2,3,7,4,6,1,5,2,1
cell_02582,4,13,5,6,2,5,0,5,4,5,1,7,6,1
cell_02583,1,2,7,1,0,2,1,10,3,7,1,2,7,1
cell_02584,2,2,3,5,2,1,0,7,3,2,0,16,5,1
cell_02585,2,8,2,3,0,0,0,6,2,3,2,2,4,2
cell_02586,3,8,5,5,1,3,0,4,1,3,1,7,5,2
cell_02587,2,5,7,6,2,1,1,3,3,5,0,0,5,3
cell_02588,1,9,5,5,1,2,1,4,5,3,0,8,3,1
cell_02589,2,8,4,6,1,0,0,5,6,1,0,5,6,0
cell_02590,3,9,3,6,1,4,1,8,4,6,0,5,4,2
cell_02591,1,4,5,0,3,1,1,8,2,1,1,6,4,3
cell_02592,2,5,3,1,3,1,0,3,4,3,0,10,7,3
cell_02593,6,5,6,4,2,1,1,4,4,2,1,7,6,2
cell_02594,1,3,4,1,1,0,1,5,4,8,0,10,11,2
cell_02595,1,4,4,3,2,2,1,1,2,5,0,8,2,0
cell_02596,4,8,7,6,2,4,0,3,7,5,0,2,7,1
cell_02597,4,5,6,4,0,1,1,6,2,6,2,7,5,2
cell_02598,2,4,2,3,2,3,0,7,5,2,3,8,4,1
cell_02599,0,9,2,1,1,0,1,6,5,1,0,8,6,1
cell_02600,1,11,3,6,2,1,0,5,6,7,1,6,4,0
cell_02601,1,3,3,3,2,2,1,4,5,9,0,5,1,0
cell_02602,2,9,2,2,1,2,1,3,2,6,0,7,4,0
cell_02603,1,8,9,4,0,3,1,1,3,5,0,4,7,2
cell_02604,2,4,6,9,2,1,3,6,1,6,2,6,6,1
cell_02605,3,3,4,7,3,0,1,4,4,6,1,7,5,1
cell_02606,1,1,4,3,0,1,0,10,1,3,0,6,5,3
cell_02607,4,6,1,3,2,2,0,2,3,3,0,4,4,2
cell_02608,2,5,4,7,2,0,0,5,7,3,1,4,9,1
cell_02609,4,6,4,2,3,1,1,5,4,1,0,11,8,1
cell_02610,5,7,3,5,2,0,2,9,2,4,0,8,2,1
cell_02611,4,7,7,2,1,0,1,9,6,3,1,7,8,1
cell_02612,0,4,3,1,2,1,0,7,6,5,0,8,6,2
cell_02613,2,5,4,4,3,2,1,6,6,2,0,13,11,0
cell_02614,1,1,5,7,0,1,1,5,3,7,1,2,3,0
cell_02615,1,5,2,1,2,0,1,6,2,5,0,5,6,3
cell_02616,3,3,4,4,1,3,0,4,6,6,0,7,4,1
cell_02617,3,6,5,5,1,4,2,4,3,8,2,8,11,1
cell_02618,4,7,3,2,1,2,0,8,1,4,1,9,3,1
cell_02619,7,9,7,6,0,1,1,4,4,7,0,9,6,3
cell_02620,1,4,4,2,3,1,1,4,6,2,1,10,4,4
cell_02621,5,2,2,3,2,4,2,5,1,2,0,4,5,2
cell_02622,0,6,6,3,4,1,2,9,0,2,0,4,5,3
cell_02623,2,3,4,3,0,0,0,8,3,4,0,7,6,1
cell_02624,2,4,7,2,1,0,3,5,3,5,1,7,7,0
cell_02625,5,6,1,4,3,0,1,6,5,9,0,4,4,3
cell_02626,3,4,6,3,1,3,0,4,3,3,1,5,4,2
cell_02627,2,1,6,4,0,2,1,3,5,6,0,3,8,2
cell_02628,1,6,3,3,4,1,1,7,2,5,0,5,9,3
cell_02629,5,4,5,2,2,1,1,4,8,5,0,3,5,1
cell_02630,2,10,7,4,1,4,1,8,2,4,2,10,4,8
cell_02631,0,4,2,4,2,1,0,6,6,1,0,12,6,3
cell_02632,1,4,2,2,2,1,0,9,1,2,0,5,7,1
cell_02633,4,8,2,5,1,0,1,7,2,4,1,7,3,5
cell_02634,1,5,4,1,1,3,0,6,5,4,0,6,3,1
cell_02635,2,4,2,3,3,0,1,6,6,4,0,4,1,1
cell_02636,3,10,3,3,3,1,0,5,4,1,0,6,9,3
cell_02637,3,5,2,4,0,0,1,7,8,2,0,7,4,1
cell_02638,3,5,4,5,1,2,3,4,1,5,1,5,6,3
cell_02639,4,4,4,5,2,2,3,9,3,5,0,8,6,1
cell_02640,1,4,8,6,1,1,1,2,3,5,2,2,5,2
cell_02641,2,7,4,2,1,0,1,6,3,5,0,3,2,0
cell_02642,2,7,8,4,0,0,0,4,5,5,1,5,6,4
cell_02643,5,7,6,5,0,0,3,4,4,5,1,6,3,0
cell_02644,3,3,0,3,0,0,0,3,5,4,1,6,5,3
cell_02645,1,10,5,2,3,0,0,11,2,5,0,10,1,2
cell_02646,4,6,4,3,0,2,0,4,2,4,1,6,9,1
cell_02647,6,4,2,0,1,2,1,8,4,2,0,6,5,1
cell_02648,1,7,2,7,3,0,0,3,7,2,0,3,6,2
cell_02649,1,4,5,7,3,1,1,8,4,6,2,3,5,0
cell_02650,1,7,9,2,4,1,0,5,3,5,1,7,7,4
cell_02651,3,7,4,6,2,1,0,7,6,8,2,5,4,3
cell_02652,4,3,8,2,1,2,0,4,2,3,0,6,8,1
cell_02653,3,7,7,6,1,0,1,5,5,5,1,7,2,1
cell_02654,2,7,4,6,2,1,2,4,0,5,0,4,4,0
cell_02655,3,4,5,2,2,1,0,2,6,1,1,12,7,2
cell_02656,1,8,8,4,2,1,0,6,5,2,0,5,6,1
cell_02657,1,5,4,1,1,1,2,6,4,6,0,6,3,2
cell_02658,2,7,2,7,0,2,0,7,3,3,0,5,8,1
cell_02659,1,3,2,6,3,0,1,4,1,4,1,6,5,4
cell_02660,4,4,1,1,2,3,0,5,6,6,1,8,2,0
cell_02661,4,3,4,1,3,2,0,3,2,6,0,8,6,0
cell_02662,1,3,6,4,0,1,1,5,5,4,1,5,3,1
cell_02663,1,7,3,2,1,0,2,6,1,4,0,4,5,3
cell_02664,0,8,5,6,2,0,4,7,2,5,1,9,3,1
cell_02665,4,7,5,4,1,2,0,3,2,2,2,7,6,1
cell_02666,7,10,2,6,1,1,2,8,3,4,1,6,10,3
cell_02667,2,7,3,6,2,1,2,4,2,4,0,3,7,0
cell_02668,2,4,3,3,0,1,0,6,4,2,1,8,1,4
cell_02669,2,3,5,1,1,2,2,9,4,6,1,9,2,3
cell_02670,2,7,6,2,2,2,0,3,2,1,0,6,4,1
cell_02671,1,9,5,2,2,1,1,6,2,7,1,3,7,3
cell_02672,3,3,4,6,1,1,0,3,4,3,1,4,7,3
cell_02673,1,9,8,6,2,1,1,6,4,5,1,5,1,3
cell_02674,3,9,6,5,1,0,1,2,5,2,0,3,7,2
cell_02675,2,2,4,8,3,2,1,3,3,8,1,5,10,0
cell_02676,2,7,3,4,3,1,0,7,4,8,0,4,2,2
cell_02677,2,6,5,4,0,3,1,8,4,2,0,9,3,3
cell_02678,2,4,8,1,1,2,0,7,2,1,3,3,3,1
cell_02679,5,7,2,7,0,1,1,7,5,6,0,5,9,0
cell_02680,5,8,5,8,2,4,3,10,3,2,0,9,5,2
cell_02681,3,3,1,7,1,0,1,4,3,3,2,4,3,3
cell_02682,5,6,4,1,1,2,0,5,6,5,1,11,2,0
cell_02683,4,10,2,3,0,1,1,8,3,4,3,6,5,4
cell_02684,1,10,6,1,1,2,0,6,5,8,2,8,6,0
cell_02685,3,5,4,6,0,1,2,3,2,5,0,3,4,0
cell_02686,0,8,4,7,1,1,0,5,8,4,0,3,6,1
cell_02687,1,8,3,7,1,2,2,4,2,6,1,4,4,1
cell_02688,5,5,1,6,2,1,0,4,5,9,0,7,2,3
cell_02689,1,6,2,4,2,0,1,2,3,6,0,7,6,2
cell_02690,2,11,5,8,2,0,0,5,2,5,0,3,3,3
cell_02691,5,5,4,3,0,3,0,3,6,3,0,10,10,2
cell_02692,3,8,6,5,1,2,1,5,4,3,2,5,3,4
cell_02693,0,4,6,5,0,2,2,5,4,6,0,4,5,2
cell_02694,2,5,8,2,3,0,3,4,4,1,1,3,4,2
cell_02695,5,2,3,7,1,1,0,2,4,5,2,5,6,1
cell_02696,0,6,1,4,1,1,0,2,4,5,0,3,5,1
cell_02697,3,6,3,2,0,4,1,7,1,8,1,7,9,2
cell_02698,4,4,4,4,2,1,1,4,3,5,0,6,7,2
cell_02699,4,2,5,4,0,1,1,10,2,4,0,11,3,2
cell_02700,5,6,4,0,1,1,1,5,5,8,0,1,5,2
cell_02701,3,7,2,6,2,4,2,3,2,7,1,6,6,1
cell_02702,2,6,5,8,2,2,0,6,3,9,0,5,3,0
cell_02703,2,1,7,2,2,3,1,3,3,1,0,4,5,0
cell_02704,1,5,7,5,0,0,1,6,2,5,1,5,2,2
cell_02705,2,2,2,3,2,2,0,4,2,4,0,12,1,0
cell_02706,0,7,5,4,2,0,0,11,5,5,1,6,4,1
cell_02707,2,4,2,5,1,2,1,2,2,2,0,8,7,0
cell_02708,3,5,10,5,0,0,1,4,8,4,3,5,1,2
cell_02709,4,9,3,3,2,1,0,7,6,5,1,6,1,0
cell_02710,2,8,3,2,2,3,1,6,5,5,1,1,2,1
cell_02711,1,4,1,1,0,3,2,8,4,7,0,2,3,3
cell_02712,4,5,9,6,0,3,1,2,7,5,2,6,8,2
cell_02713,4,6,1,6,5,1,0,7,2,7,0,3,8,2
cell_02714,10,4,3,0,2,0,2,8,6,6,0,4,10,2
cell_02715,3,4,2,3,0,2,1,6,3,7,1,8,7,2
cell_02716,2,4,3,3,2,0,3,8,4,1,0,2,8,2
cell_02717,3,2,4,7,5,4,0,4,3,6,1,3,6,0
cell_02718,2,8,3,6,0,4,0,8,1,4,1,7,4,2
cell_02719,3,6,3,4,1,0,0,8,6,5,1,9,6,4
cell_02720,3,8,4,3,1,1,1,5,0,5,1,4,4,1
cell_02721,4,5,7,5,5,1,1,6,5,2,0,7,5,0
cell_02722,2,3,2,2,1,1,2,5,4,5,3,5,11,1
cell_02723,4,3,5,2,1,2,2,3,9,6,0,5,6,4
cell_02724,2,4,8,4,1,3,0,5,5,10,0,4,6,2
cell_02725,2,3,10,3,1,0,1,6,2,7,0,6,4,1
cell_02726,2,4,8,3,1,2,0,4,2,4,1,7,6,0
cell_02727,2,4,5,4,3,4,1,5,4,8,0,7,6,1
cell_02728,1,3,3,6,1,1,2,3,5,1,0,3,12,1
cell_02729,3,6,1,5,2,2,0,5,5,3,0,6,8,2
cell_02730,2,8,5,6,2,2,1,5,4,2,0,6,4,2
cell_02731,6,4,6,4,3,1,0,6,3,3,1,2,2,1
cell_02732,3,7,3,6,1,0,1,7,3,6,0,6,4,1
cell_02733,2,7,5,5,4,2,2,5,3,2,0,7,6,3
cell_02734,2,5,5,2,0,3,0,4,2,5,1,9,4,0
cell_02735,0,9,1,0,2,1,0,6,1,2,1,6,2,1
cell_02736,1,4,8,8,1,0,2,9,4,6,0,4,3,1
cell_02737,2,4,2,6,0,3,1,3,5,3,0,4,5,2
cell_02738,4,7,6,6,1,3,0,3,5,6,1,8,5,1
cell_02739,4,12,4,11,1,2,0,2,0,3,0,9,4,0
cell_02740,1,4,4,4,1,1,0,6,1,3,3,4,6,0
cell_02741,2,12,3,1,1,2,1,7,6,4,0,3,2,1
cell_02742,1,4,3,6,0,1,0,5,3,7,0,3,5,4
cell_02743,4,3,7,6,3,1,1,7,5,4,0,3,2,3
cell_02744,0,8,5,5,0,2,0,5,6,6,2,6,6,0
cell_02745,3,6,10,3,4,0,1,4,3,9,1,6,9,2
cell_02746,2,5,3,6,2,3,1,8,2,10,0,6,6,2
cell_02747,4,5,1,4,1,2,0,8,6,5,0,9,4,1
cell_02748,5,8,4,5,2,2,0,7,5,3,0,1,2,2
cell_02749,1,6,3,2,6,1,3,3,7,11,0,5,4,0
cell_02750,1,3,5,1,1,1,0,9,3,2,1,7,4,1
cell_02751,2,3,7,3,2,2,1,3,5,6,0,4,7,2
cell_02752,3,5,10,3,0,0,2,7,2,3,1,3,3,1
cell_02753,4,5,2,4,1,1,0,6,3,5,1,6,3,1
cell_02754,4,13,3,4,0,1,2,7,2,4,0,7,1,1
cell_02755,2,6,3,4,3,3,1,7,3,5,0,4,9,3
cell_02756,4,7,5,5,2,0,1,3,3,3,2,12,4,3
cell_02757,2,4,2,6,2,2,0,2,5,9,1,9,5,3
cell_02758,2,5,3,4,1,0,2,6,1,6,1,3,6,2
cell_02759,3,9,2,3,6,2,1,3,3,5,1,2,9,3
cell_02760,6,2,3,9,2,0,0,6,3,4,1,4,10,2
cell_02761,2,4,2,5,1,2,0,6,0,3,0,7,6,2
cell_02762,4,5,5,3,0,1,1,5,4,4,1,5,2,3
cell_02763,3,5,0,4,3,2,2,4,7,4,4,6,8,2
cell_02764,3,7,2,4,2,1,1,4,3,5,1,10,4,1
cell_02765,0,4,7,3,0,2,0,4,4,5,2,7,5,0
cell_02766,3,6,3,3,0,3,0,4,4,1,1,4,3,4
cell_02767,3,4,2,4,2,1,0,9,4,4,0,12,6,2
cell_02768,2,9,5,5,1,1,0,4,3,2,0,10,4,0
cell_02769,2,1,4,3,4,0,0,8,5,6,0,11,3,2
cell_02770,1,12,5,1,2,1,0,4,7,2,0,11,3,2
cell_02771,4,7,7,3,0,1,1,5,3,3,0,2,8,2
cell_02772,4,10,3,4,2,2,1,7,3,2,0,4,7,2
cell_02773,3,7,4,6,1,2,0,3,1,4,0,2,2,1
cell_02774,3,6,2,3,1,1,1,4,2,4,0,4,5,1
cell_02775,0,5,3,1,3,0,3,10,3,2,1,4,10,1
cell_02776,3,6,4,6,2,1,1,6,3,9,2,6,3,0
cell_02777,4,8,10,3,0,3,2,5,1,1,1,5,5,1
cell_02778,1,9,7,9,1,2,2,9,7,1,1,6,8,2
cell_02779,2,11,2,4,1,2,0,6,5,5,0,2,7,1
cell_02780,2,8,3,3,0,1,2,5,4,3,1,6,0,5
cell_02781,3,5,3,9,3,2,0,7,9,3,0,5,3,1
cell_02782,0,7,8,10,1,5,1,4,5,7,0,7,5,2
cell_02783,0,5,3,4,0,3,1,7,5,2,0,7,6,1
cell_02784,5,5,0,3,2,0,1,9,1,2,0,4,6,3
cell_02785,1,3,5,4,0,3,1,6,5,4,0,6,2,1
cell_02786,4,11,4,1,1,0,1,6,5,4,1,4,7,1
cell_02787,1,8,2,4,1,2,1,3,0,11,1,5,9,1
cell_02788,0,8,3,2,0,3,1,2,1,4,0,9,5,0
cell_02789,1,4,5,2,3,0,0,5,3,6,1,7,4,1
cell_02790,2,5,3,1,2,3,1,6,3,6,1,5,4,1
cell_02791,1,12,5,2,0,2,0,6,4,2,2,7,3,3
cell_02792,6,3,2,1,0,2,0,10,3,7,0,4,3,2
cell_02793,0,3,6,3,2,2,0,4,5,6,0,4,3,3
cell_02794,0,5,7,4,3,3,1,7,5,3,0,4,8,2
cell_02795,2,7,2,5,2,2,0,5,5,3,0,7,4,3
cell_02796,1,9,1,4,1,1,1,9,3,1,0,6,6,1
cell_02797,1,4,4,7,0,0,1,5,4,5,0,2,7,3
cell_02798,5,3,4,1,5,1,0,6,4,10,1,4,3,2
cell_02799,3,3,5,5,2,3,2,5,2,1,1,4,8,1
cell_02800,4,8,1,5,0,2,3,2,3,6,1,5,6,0
cell_02801,0,4,6,5,0,3,1,1,2,5,1,7,1,0
cell_02802,1,5,2,3,1,2,0,5,5,4,0,2,3,1
cell_02803,2,9,3,4,3,0,2,6,3,3,2,6,5,2
cell_02804,5,7,3,5,2,0,0,6,2,5,0,7,8,0
cell_02805,2,6,3,5,1,0,0,9,4,5,0,4,4,1
cell_02806,4,3,11,5,2,2,0,4,5,4,1,4,5,1
cell_02807,5,5,7,9,1,2,2,6,2,2,0,5,2,2
cell_02808,2,6,11,4,2,0,1,9,3,6,0,4,9,1
cell_02809,3,4,4,5,0,2,1,1,6,6,1,5,7,1
cell_02810,2,3,6,1,0,1,0,7,3,5,0,5,5,1
cell_02811,0,5,3,8,3,1,1,3,4,3,0,8,6,3
cell_02812,0,7,3,5,1,0,1,2,3,2,1,9,1,1
cell_02813,2,6,5,4,1,0,0,2,5,3,0,4,5,1
cell_02814,1,7,2,4,2,1,2,5,1,6,0,3,10,1
cell_02815,2,6,5,7,1,4,0,7,1,2,0,9,5,3
cell_02816,0,5,4,3,1,1,2,4,4,4,0,8,6,2
cell_02817,4,9,6,1,1,0,1,4,5,4,1,7,4,2
cell_02818,3,11,0,2,0,1,2,6,4,2,3,8,4,0
cell_02819,3,6,6,4,3,1,1,10,1,4,0,8,9,1
cell_02820,4,9,11,3,1,0,1,3,8,0,1,2,4,1
cell_02821,2,3,4,4,3,2,1,2,4,2,1,3,1,0
cell_02822,3,5,4,5,2,1,0,6,3,3,1,6,3,3
cell_02823,4,8,6,4,1,0,1,6,2,4,2,8,8,1
cell_02824,1,9,6,5,0,3,0,2,4,4,1,5,8,0
cell_02825,4,7,1,4,2,1,1,5,4,4,1,8,5,1
cell_02826,2,3,5,5,0,0,1,5,4,3,0,7,1,4
cell_02827,3,8,4,1,2,1,0,3,7,3,2,8,4,2
cell_02828,1,11,8,1,1,1,1,5,7,2,0,4,7,2
cell_02829,9,5,7,4,3,2,0,3,5,4,0,5,6,2
cell_02830,3,7,4,3,3,0,0,1,4,5,1,5,13,0
cell_02831,3,5,4,5,1,1,2,2,7,3,3,6,3,1
cell_02832,1,6,3,2,1,0,1,1,2,4,0,6,7,2
cell_02833,2,6,6,3,1,1,1,5,3,3,1,4,4,2
cell_02834,2,1,4,6,0,1,2,9,6,1,1,1,5,2
cell_02835,1,1,3,4,1,2,3,4,5,4,0,10,3,0
cell_02836,3,6,7,3,1,3,0,4,5,4,0,7,7,1
cell_02837,2,6,6,4,2,1,0,6,5,4,0,6,1,2
cell_02838,3,3,5,10,2,1,0,7,7,5,1,4,2,2
cell_02839,1,4,6,3,1,2,4,6,7,1,1,5,3,3
cell_02840,0,5,5,1,1,2,1,4,6,7,0,5,6,1
cell_02841,2,3,4,5,3,2,1,9,3,0,1,7,7,3
cell_02842,2,3,7,6,3,1,2,12,3,1,0,5,2,0
cell_02843,2,4,6,5,0,1,0,5,3,4,2,8,4,6
cell_02844,0,7,8,3,1,0,1,1,6,4,0,5,3,0
cell_02845,6,5,2,6,3,2,1,5,6,5,0,5,6,1
cell_02846,1,6,6,1,1,2,1,7,3,2,0,5,4,3
cell_02847,2,7,0,3,2,3,0,8,4,6,0,5,7,1
cell_02848,4,6,6,3,4,0,0,5,3,4,0,7,4,0
cell_02849,3,6,3,4,3,2,2,14,4,7,1,9,6,0
cell_02850,0,4,4,6,1,1,3,9,3,7,0,5,7,4
cell_02851,1,7,2,2,1,0,0,4,3,2,1,5,5,0
cell_02852,1,6,5,9,1,2,1,3,5,3,1,7,8,3
cell_02853,5,9,0,3,3,3,1,5,4,5,2,6,6,1
cell_02854,4,3,7,4,2,1,1,11,4,4,1,8,6,2
cell_02855,4,4,2,6,4,0,0,4,5,6,0,5,2,2
cell_02856,2,4,4,5,2,1,0,4,3,2,1,5,4,0
cell_02857,4,5,7,2,0,0,0,2,9,4,0,7,3,3
cell_02858,1,3,6,4,3,1,2,1,5,6,0,5,6,5
cell_02859,1,8,4,3,2,2,0,7,4,6,0,4,3,3
cell_02860,3,4,4,4,0,1,0,5,5,5,0,7,3,1
cell_02861,1,10,5,4,0,3,0,7,5,7,0,10,3,1
